error_type,vis_now_10m,vis_tplus1_10m,station
TP,55.0,65.0,Incheon
TP,65.0,94.0,Incheon
TP,94.0,31.0,Incheon
TP,31.0,52.0,Incheon
TP,52.0,80.0,Incheon
FP,80.0,203.0,Incheon
FN,401.0,94.0,Incheon
FN,94.0,39.0,Incheon
TP,39.0,28.0,Incheon
TP,28.0,55.0,Incheon
TP,55.0,85.0,Incheon
FP,85.0,174.0,Incheon
FN,338.0,35.0,Incheon
TP,35.0,14.0,Incheon
TP,14.0,17.0,Incheon
TP,17.0,19.0,Incheon
TP,19.0,14.0,Incheon
TP,14.0,27.0,Incheon
FP,27.0,153.0,Incheon
FN,680.0,32.0,Incheon
FP,32.0,496.0,Incheon
FN,519.0,94.0,Incheon
FP,94.0,256.0,Incheon
FN,694.0,67.0,Incheon
FP,106.0,817.0,Incheon
FN,157.0,82.0,Incheon
TP,82.0,55.0,Incheon
TP,55.0,94.0,Incheon
FP,94.0,140.0,Incheon
FN,415.0,24.0,Incheon
TP,24.0,50.0,Incheon
TP,50.0,66.0,Incheon
FP,66.0,167.0,Incheon
TP,167.0,47.0,Incheon
TP,47.0,20.0,Incheon
TP,20.0,44.0,Incheon
TP,44.0,27.0,Incheon
TP,27.0,30.0,Incheon
FP,30.0,296.0,Incheon
FN,156.0,45.0,Incheon
FP,45.0,707.0,Incheon
FN,192.0,82.0,Incheon
FN,216.0,92.0,Incheon
FN,339.0,66.0,Incheon
FP,66.0,287.0,Incheon
FN,287.0,98.0,Incheon
FP,98.0,707.0,Incheon
TP,105.0,14.0,Incheon
TP,14.0,18.0,Incheon
TP,18.0,31.0,Incheon
FP,31.0,144.0,Incheon
FN,755.0,21.0,Incheon
TP,21.0,17.0,Incheon
TP,17.0,34.0,Incheon
FP,34.0,415.0,Incheon
FN,1751.0,84.0,Incheon
FN,136.0,96.0,Incheon
FP,96.0,555.0,Incheon
FN,236.0,71.0,Incheon
FP,71.0,306.0,Incheon
FN,574.0,71.0,Incheon
FN,1423.0,75.0,Incheon
FN,75.0,95.0,Incheon
FN,545.0,72.0,Incheon
FN,72.0,53.0,Incheon
FP,136.0,145.0,Ganghwa
TP,145.0,90.0,Ganghwa
TP,90.0,96.0,Ganghwa
TP,96.0,63.0,Ganghwa
TP,63.0,38.0,Ganghwa
TP,38.0,35.0,Ganghwa
FP,35.0,133.0,Ganghwa
FP,133.0,126.0,Ganghwa
FP,126.0,224.0,Ganghwa
FN,333.0,61.0,Ganghwa
FP,61.0,105.0,Ganghwa
TP,105.0,51.0,Ganghwa
TP,51.0,40.0,Ganghwa
FP,40.0,316.0,Ganghwa
FN,144.0,21.0,Ganghwa
TP,21.0,23.0,Ganghwa
TP,23.0,45.0,Ganghwa
TP,45.0,95.0,Ganghwa
TP,95.0,31.0,Ganghwa
TP,31.0,19.0,Ganghwa
TP,19.0,12.0,Ganghwa
TP,12.0,16.0,Ganghwa
TP,16.0,24.0,Ganghwa
FP,24.0,176.0,Ganghwa
TP,176.0,28.0,Ganghwa
TP,28.0,45.0,Ganghwa
FP,45.0,148.0,Ganghwa
TP,148.0,100.0,Ganghwa
FP,100.0,421.0,Ganghwa
FN,230.0,64.0,Ganghwa
FP,64.0,288.0,Ganghwa
FN,288.0,51.0,Ganghwa
FP,51.0,120.0,Ganghwa
FP,120.0,332.0,Ganghwa
FN,485.0,7.0,Ganghwa
TP,7.0,21.0,Ganghwa
TP,21.0,8.0,Ganghwa
TP,8.0,10.0,Ganghwa
TP,10.0,18.0,Ganghwa
TP,18.0,10.0,Ganghwa
TP,10.0,14.0,Ganghwa
FP,14.0,793.0,Ganghwa
FN,237.0,26.0,Ganghwa
FN,26.0,25.0,Ganghwa
TP,25.0,4.0,Ganghwa
FP,4.0,146.0,Ganghwa
FN,146.0,9.0,Ganghwa
FP,9.0,214.0,Ganghwa
TP,110.0,62.0,Ganghwa
TP,62.0,27.0,Ganghwa
FP,27.0,221.0,Ganghwa
FN,342.0,77.0,Ganghwa
FP,77.0,106.0,Ganghwa
TP,106.0,9.0,Ganghwa
TP,9.0,13.0,Ganghwa
TP,13.0,16.0,Ganghwa
TP,16.0,12.0,Ganghwa
TP,12.0,13.0,Ganghwa
TP,13.0,12.0,Ganghwa
TP,12.0,11.0,Ganghwa
TP,11.0,10.0,Ganghwa
TP,10.0,16.0,Ganghwa
TP,16.0,12.0,Ganghwa
TP,12.0,97.0,Ganghwa
FN,147.0,52.0,Ganghwa
TP,52.0,24.0,Ganghwa
TP,24.0,55.0,Ganghwa
TP,55.0,43.0,Ganghwa
TP,43.0,67.0,Ganghwa
FP,67.0,236.0,Ganghwa
FP,116.0,119.0,Ganghwa
TP,119.0,67.0,Ganghwa
FP,67.0,208.0,Ganghwa
TP,208.0,61.0,Ganghwa
TP,61.0,8.0,Ganghwa
TP,8.0,8.0,Ganghwa
TP,8.0,6.0,Ganghwa
TP,6.0,7.0,Ganghwa
TP,7.0,14.0,Ganghwa
TP,14.0,9.0,Ganghwa
TP,9.0,10.0,Ganghwa
TP,10.0,18.0,Ganghwa
TP,18.0,9.0,Ganghwa
TP,9.0,33.0,Ganghwa
FN,602.0,86.0,Ganghwa
FP,86.0,254.0,Ganghwa
FP,141.0,113.0,Ganghwa
FP,113.0,451.0,Ganghwa
FN,190.0,41.0,Ganghwa
FP,41.0,322.0,Ganghwa
FP,136.0,176.0,Ganghwa
FP,176.0,170.0,Ganghwa
FP,170.0,268.0,Ganghwa
FN,268.0,67.0,Ganghwa
FP,67.0,108.0,Ganghwa
FP,108.0,169.0,Ganghwa
TP,169.0,28.0,Ganghwa
FP,28.0,394.0,Ganghwa
FP,194.0,196.0,Ganghwa
FP,196.0,133.0,Ganghwa
FP,133.0,138.0,Ganghwa
FP,138.0,396.0,Ganghwa
FN,396.0,46.0,Ganghwa
FP,46.0,178.0,Ganghwa
FN,643.0,23.0,Ganghwa
TP,23.0,27.0,Ganghwa
TP,27.0,23.0,Ganghwa
FP,23.0,1404.0,Ganghwa
FP,117.0,239.0,Ganghwa
FP,168.0,104.0,Ganghwa
TP,104.0,93.0,Ganghwa
FP,93.0,143.0,Ganghwa
FP,143.0,266.0,Ganghwa
FP,143.0,246.0,Ganghwa
FP,146.0,202.0,Ganghwa
FP,202.0,613.0,Ganghwa
FN,151.0,95.0,Ganghwa
TP,95.0,46.0,Ganghwa
TP,46.0,69.0,Ganghwa
FP,69.0,560.0,Ganghwa
FN,281.0,91.0,Ganghwa
FP,91.0,331.0,Ganghwa
TP,136.0,54.0,Ganghwa
TP,54.0,99.0,Ganghwa
FP,99.0,198.0,Ganghwa
FP,131.0,281.0,Ganghwa
FN,182.0,42.0,Ganghwa
TP,42.0,34.0,Ganghwa
TP,34.0,74.0,Ganghwa
TP,74.0,66.0,Ganghwa
TP,66.0,88.0,Ganghwa
TP,88.0,92.0,Ganghwa
FP,92.0,199.0,Ganghwa
FN,154.0,81.0,Ganghwa
TP,81.0,81.0,Ganghwa
FP,81.0,297.0,Ganghwa
FN,356.0,77.0,Ganghwa
FP,77.0,258.0,Ganghwa
FN,258.0,60.0,Ganghwa
TP,60.0,32.0,Ganghwa
TP,32.0,85.0,Ganghwa
FP,85.0,167.0,Ganghwa
FN,518.0,62.0,Ganghwa
FN,62.0,26.0,Ganghwa
FP,26.0,820.0,Ganghwa
FN,223.0,39.0,Ganghwa
FP,39.0,478.0,Ganghwa
FN,348.0,72.0,Ganghwa
FP,72.0,153.0,Ganghwa
FN,153.0,61.0,Ganghwa
FP,61.0,133.0,Ganghwa
FN,534.0,55.0,Ganghwa
FN,55.0,62.0,Ganghwa
TP,62.0,81.0,Ganghwa
TP,81.0,56.0,Ganghwa
FP,56.0,125.0,Ganghwa
FP,125.0,192.0,Ganghwa
FN,132.0,69.0,Ganghwa
FP,69.0,367.0,Ganghwa
FN,266.0,94.0,Ganghwa
FN,250.0,79.0,Ganghwa
FP,79.0,604.0,Ganghwa
FN,155.0,31.0,Ganghwa
FP,31.0,136.0,Ganghwa
TP,136.0,43.0,Ganghwa
TP,43.0,23.0,Ganghwa
TP,23.0,30.0,Ganghwa
TP,30.0,22.0,Ganghwa
TP,22.0,40.0,Ganghwa
TP,40.0,26.0,Ganghwa
TP,26.0,34.0,Ganghwa
TP,34.0,44.0,Ganghwa
FP,44.0,215.0,Ganghwa
FN,271.0,90.0,Ganghwa
FP,90.0,185.0,Ganghwa
FN,354.0,42.0,Ganghwa
FP,42.0,5000.0,Ganghwa
FN,683.0,13.0,Ganghwa
FP,13.0,663.0,Ganghwa
FN,3714.0,28.0,Ganghwa
FP,114.0,176.0,Ganghwa
TP,176.0,71.0,Ganghwa
TP,71.0,23.0,Ganghwa
FP,23.0,701.0,Ganghwa
FP,179.0,124.0,Ganghwa
FP,124.0,126.0,Ganghwa
FP,126.0,143.0,Ganghwa
FP,143.0,323.0,Ganghwa
FN,312.0,89.0,Ganghwa
FP,89.0,177.0,Ganghwa
FP,177.0,125.0,Ganghwa
TP,125.0,11.0,Ganghwa
TP,11.0,86.0,Ganghwa
FP,86.0,201.0,Ganghwa
FP,129.0,160.0,Ganghwa
FP,160.0,198.0,Ganghwa
FP,198.0,203.0,Ganghwa
FP,133.0,135.0,Ganghwa
FP,135.0,142.0,Ganghwa
FP,142.0,124.0,Ganghwa
FP,124.0,131.0,Ganghwa
FP,131.0,161.0,Ganghwa
FP,161.0,281.0,Ganghwa
TP,124.0,20.0,Ganghwa
TP,20.0,15.0,Ganghwa
TP,15.0,10.0,Ganghwa
TP,10.0,8.0,Ganghwa
TP,8.0,8.0,Ganghwa
TP,8.0,12.0,Ganghwa
FP,12.0,173.0,Ganghwa
FP,156.0,682.0,Ganghwa
FP,108.0,223.0,Ganghwa
TP,126.0,96.0,Ganghwa
FP,96.0,174.0,Ganghwa
FN,551.0,100.0,Ganghwa
FP,175.0,433.0,Ganghwa
FN,433.0,91.0,Ganghwa
FP,91.0,126.0,Ganghwa
TP,126.0,88.0,Ganghwa
TP,88.0,67.0,Ganghwa
FP,67.0,132.0,Ganghwa
FP,132.0,614.0,Ganghwa
TP,121.0,32.0,Ganghwa
FP,32.0,1560.0,Ganghwa
TP,125.0,96.0,Ganghwa
FP,96.0,3671.0,Ganghwa
FP,114.0,269.0,Ganghwa
FN,654.0,96.0,Ganghwa
TP,96.0,22.0,Ganghwa
TP,22.0,36.0,Ganghwa
TP,36.0,19.0,Ganghwa
TP,19.0,48.0,Ganghwa
TP,48.0,50.0,Ganghwa
FP,50.0,258.0,Ganghwa
FP,143.0,159.0,Ganghwa
FN,159.0,89.0,Ganghwa
FP,89.0,125.0,Ganghwa
FP,125.0,290.0,Ganghwa
FN,372.0,3.0,Ganghwa
FP,3.0,198.0,Ganghwa
FP,198.0,127.0,Ganghwa
FP,127.0,108.0,Ganghwa
TP,108.0,22.0,Ganghwa
FP,22.0,644.0,Ganghwa
FN,597.0,70.0,Ganghwa
FP,70.0,309.0,Ganghwa
FN,250.0,72.0,Ganghwa
TP,72.0,33.0,Ganghwa
FP,33.0,465.0,Ganghwa
FP,135.0,341.0,Ganghwa
FP,174.0,347.0,Ganghwa
FN,243.0,96.0,Ganghwa
TP,96.0,35.0,Ganghwa
TP,35.0,17.0,Ganghwa
TP,17.0,76.0,Ganghwa
FP,76.0,122.0,Ganghwa
FP,122.0,234.0,Ganghwa
FN,234.0,41.0,Ganghwa
TP,41.0,57.0,Ganghwa
FP,57.0,112.0,Ganghwa
FP,112.0,417.0,Ganghwa
FN,562.0,16.0,Ganghwa
TP,16.0,28.0,Ganghwa
TP,28.0,34.0,Ganghwa
FP,34.0,437.0,Ganghwa
FP,141.0,354.0,Ganghwa
FP,159.0,147.0,Ganghwa
FP,147.0,227.0,Ganghwa
FP,125.0,231.0,Ganghwa
FP,126.0,114.0,Ganghwa
TP,114.0,52.0,Ganghwa
TP,52.0,52.0,Ganghwa
TP,52.0,39.0,Ganghwa
TP,39.0,65.0,Ganghwa
TP,65.0,88.0,Ganghwa
FP,88.0,239.0,Ganghwa
FP,239.0,578.0,Ganghwa
FN,299.0,89.0,Ganghwa
TP,89.0,23.0,Ganghwa
TP,23.0,38.0,Ganghwa
TP,38.0,35.0,Ganghwa
TP,35.0,63.0,Ganghwa
FP,63.0,362.0,Ganghwa
TP,111.0,53.0,Ganghwa
FP,53.0,126.0,Ganghwa
FP,126.0,297.0,Ganghwa
FN,300.0,40.0,Ganghwa
FP,40.0,242.0,Ganghwa
FP,242.0,368.0,Ganghwa
FN,368.0,14.0,Ganghwa
TP,14.0,23.0,Ganghwa
FP,23.0,339.0,Ganghwa
FP,140.0,1407.0,Ganghwa
FN,122.0,85.0,Ganghwa
TP,85.0,41.0,Ganghwa
FP,41.0,429.0,Ganghwa
FN,119.0,22.0,Ganghwa
TP,22.0,53.0,Ganghwa
TP,53.0,34.0,Ganghwa
TP,34.0,47.0,Ganghwa
FP,47.0,336.0,Ganghwa
TP,126.0,41.0,Ganghwa
TP,41.0,38.0,Ganghwa
FP,38.0,266.0,Ganghwa
FN,4881.0,28.0,Ganghwa
FN,28.0,75.0,Ganghwa
FN,75.0,29.0,Ganghwa
FP,29.0,139.0,Ganghwa
FP,139.0,195.0,Ganghwa
FN,151.0,38.0,Ganghwa
FP,38.0,439.0,Ganghwa
FN,392.0,86.0,Ganghwa
FN,242.0,51.0,Ganghwa
TP,51.0,53.0,Ganghwa
FP,53.0,186.0,Ganghwa
FP,186.0,1187.0,Ganghwa
FN,432.0,48.0,Ganghwa
FN,560.0,82.0,Ganghwa
FN,82.0,60.0,Ganghwa
FP,60.0,347.0,Ganghwa
FN,145.0,45.0,Ganghwa
FN,702.0,25.0,Ganghwa
FN,575.0,44.0,Ganghwa
FP,44.0,735.0,Ganghwa
FN,513.0,26.0,Ganghwa
TP,26.0,26.0,Ganghwa
TP,26.0,73.0,Ganghwa
FP,143.0,262.0,Ganghwa
FN,1045.0,22.0,Ganghwa
FP,124.0,107.0,Ganghwa
TP,107.0,92.0,Ganghwa
TP,92.0,83.0,Ganghwa
FP,83.0,109.0,Ganghwa
TP,109.0,62.0,Ganghwa
TP,62.0,98.0,Ganghwa
FP,98.0,109.0,Ganghwa
FP,109.0,319.0,Ganghwa
FN,199.0,12.0,Ganghwa
FP,12.0,472.0,Ganghwa
TP,106.0,78.0,Ganghwa
FP,78.0,3623.0,Ganghwa
FN,603.0,61.0,Ganghwa
FP,61.0,5000.0,Ganghwa
FN,219.0,12.0,Ganghwa
TP,12.0,18.0,Ganghwa
TP,18.0,100.0,Ganghwa
FP,100.0,189.0,Ganghwa
FN,189.0,13.0,Ganghwa
TP,13.0,13.0,Ganghwa
FP,13.0,180.0,Ganghwa
TP,108.0,21.0,Dongducheon
TP,21.0,62.0,Dongducheon
TP,62.0,47.0,Dongducheon
TP,47.0,58.0,Dongducheon
TP,58.0,69.0,Dongducheon
TP,69.0,53.0,Dongducheon
TP,53.0,52.0,Dongducheon
TP,52.0,46.0,Dongducheon
TP,46.0,81.0,Dongducheon
FP,81.0,153.0,Dongducheon
FP,109.0,119.0,Dongducheon
FP,119.0,140.0,Dongducheon
FN,456.0,91.0,Dongducheon
TP,118.0,23.0,Dongducheon
TP,23.0,62.0,Dongducheon
TP,62.0,36.0,Dongducheon
TP,36.0,23.0,Dongducheon
TP,23.0,19.0,Dongducheon
TP,19.0,28.0,Dongducheon
TP,28.0,27.0,Dongducheon
TP,27.0,17.0,Dongducheon
TP,17.0,17.0,Dongducheon
TP,17.0,22.0,Dongducheon
TP,22.0,20.0,Dongducheon
TP,20.0,29.0,Dongducheon
TP,29.0,19.0,Dongducheon
TP,19.0,23.0,Dongducheon
TP,23.0,20.0,Dongducheon
TP,20.0,24.0,Dongducheon
TP,24.0,16.0,Dongducheon
TP,16.0,16.0,Dongducheon
TP,16.0,12.0,Dongducheon
TP,12.0,32.0,Dongducheon
TP,32.0,18.0,Dongducheon
TP,18.0,17.0,Dongducheon
FP,17.0,186.0,Dongducheon
FP,186.0,158.0,Dongducheon
TP,158.0,34.0,Dongducheon
TP,34.0,40.0,Dongducheon
FP,40.0,171.0,Dongducheon
FN,171.0,95.0,Dongducheon
FP,95.0,106.0,Dongducheon
FP,106.0,213.0,Dongducheon
FN,426.0,27.0,Dongducheon
FP,103.0,179.0,Dongducheon
FN,179.0,90.0,Dongducheon
FP,90.0,101.0,Dongducheon
TP,101.0,22.0,Dongducheon
FP,22.0,183.0,Dongducheon
FP,150.0,196.0,Dongducheon
FP,146.0,172.0,Dongducheon
FN,172.0,89.0,Dongducheon
TP,89.0,8.0,Dongducheon
TP,8.0,7.0,Dongducheon
TP,7.0,6.0,Dongducheon
TP,6.0,6.0,Dongducheon
TP,6.0,8.0,Dongducheon
TP,8.0,7.0,Dongducheon
TP,7.0,7.0,Dongducheon
TP,7.0,11.0,Dongducheon
FN,129.0,87.0,Dongducheon
TP,87.0,94.0,Dongducheon
FP,94.0,127.0,Dongducheon
FN,143.0,74.0,Dongducheon
TP,74.0,49.0,Dongducheon
TP,49.0,5.0,Dongducheon
TP,5.0,6.0,Dongducheon
TP,6.0,10.0,Dongducheon
FN,148.0,43.0,Dongducheon
FP,43.0,133.0,Dongducheon
FN,133.0,96.0,Dongducheon
TP,96.0,51.0,Dongducheon
TP,51.0,58.0,Dongducheon
FP,58.0,505.0,Dongducheon
FN,342.0,84.0,Dongducheon
FP,84.0,559.0,Dongducheon
FN,152.0,95.0,Dongducheon
FN,349.0,100.0,Dongducheon
FP,100.0,197.0,Dongducheon
FN,320.0,50.0,Dongducheon
FP,50.0,112.0,Dongducheon
FP,112.0,162.0,Dongducheon
FN,397.0,74.0,Dongducheon
FN,179.0,78.0,Dongducheon
FN,248.0,42.0,Dongducheon
FP,42.0,213.0,Dongducheon
FN,299.0,87.0,Dongducheon
FN,87.0,44.0,Dongducheon
TP,44.0,33.0,Dongducheon
TP,33.0,100.0,Dongducheon
FP,100.0,415.0,Dongducheon
FN,415.0,98.0,Dongducheon
FN,477.0,45.0,Dongducheon
FN,168.0,84.0,Dongducheon
FN,670.0,76.0,Dongducheon
FN,324.0,33.0,Dongducheon
TP,33.0,98.0,Dongducheon
FP,98.0,337.0,Dongducheon
FN,587.0,55.0,Dongducheon
FN,55.0,42.0,Dongducheon
FP,42.0,117.0,Dongducheon
FP,117.0,185.0,Dongducheon
FN,374.0,79.0,Dongducheon
FN,243.0,57.0,Dongducheon
FN,57.0,66.0,Dongducheon
FP,66.0,383.0,Dongducheon
FN,175.0,88.0,Dongducheon
FN,146.0,70.0,Dongducheon
FP,70.0,158.0,Dongducheon
FN,122.0,46.0,Dongducheon
FN,46.0,46.0,Dongducheon
TP,154.0,10.0,Dongducheon
TP,10.0,18.0,Dongducheon
TP,18.0,18.0,Dongducheon
TP,18.0,22.0,Dongducheon
TP,22.0,20.0,Dongducheon
TP,20.0,41.0,Dongducheon
FN,41.0,38.0,Dongducheon
FP,162.0,142.0,Dongducheon
FP,142.0,173.0,Dongducheon
FN,173.0,83.0,Dongducheon
FN,718.0,45.0,Dongducheon
FP,45.0,2574.0,Dongducheon
FP,143.0,176.0,Dongducheon
FP,176.0,251.0,Dongducheon
FP,120.0,223.0,Dongducheon
FN,499.0,89.0,Dongducheon
FP,128.0,279.0,Dongducheon
FP,132.0,239.0,Dongducheon
FN,504.0,83.0,Dongducheon
FN,83.0,79.0,Dongducheon
TP,79.0,61.0,Dongducheon
TP,61.0,69.0,Dongducheon
TP,69.0,68.0,Dongducheon
TP,68.0,69.0,Dongducheon
FP,103.0,126.0,Dongducheon
TP,126.0,92.0,Dongducheon
TP,92.0,55.0,Dongducheon
TP,55.0,37.0,Dongducheon
TP,37.0,23.0,Dongducheon
TP,23.0,48.0,Dongducheon
TP,48.0,75.0,Dongducheon
FP,75.0,111.0,Dongducheon
TP,111.0,33.0,Dongducheon
TP,33.0,96.0,Dongducheon
FP,96.0,394.0,Dongducheon
FN,385.0,70.0,Paju
FN,227.0,66.0,Paju
TP,66.0,19.0,Paju
TP,19.0,24.0,Paju
TP,24.0,19.0,Paju
TP,19.0,31.0,Paju
TP,31.0,30.0,Paju
TP,30.0,20.0,Paju
TP,20.0,51.0,Paju
TP,51.0,36.0,Paju
TP,36.0,25.0,Paju
TP,25.0,48.0,Paju
TP,48.0,33.0,Paju
TP,33.0,39.0,Paju
FP,39.0,161.0,Paju
TP,206.0,85.0,Paju
TP,85.0,10.0,Paju
TP,10.0,56.0,Paju
TP,56.0,74.0,Paju
FP,74.0,151.0,Paju
FP,180.0,226.0,Paju
FP,149.0,187.0,Paju
FP,187.0,149.0,Paju
FP,149.0,200.0,Paju
FP,185.0,174.0,Paju
FP,174.0,173.0,Paju
FP,160.0,170.0,Paju
FP,170.0,259.0,Paju
FP,105.0,173.0,Paju
TP,173.0,40.0,Paju
TP,40.0,16.0,Paju
TP,16.0,11.0,Paju
FP,11.0,195.0,Paju
FN,706.0,99.0,Paju
FP,116.0,104.0,Paju
FP,104.0,139.0,Paju
TP,139.0,57.0,Paju
FP,57.0,309.0,Paju
TP,136.0,44.0,Paju
TP,44.0,7.0,Paju
TP,7.0,8.0,Paju
TP,8.0,15.0,Paju
TP,15.0,11.0,Paju
TP,11.0,8.0,Paju
TP,8.0,9.0,Paju
TP,9.0,8.0,Paju
TP,8.0,12.0,Paju
TP,12.0,14.0,Paju
TP,14.0,14.0,Paju
TP,14.0,18.0,Paju
TP,18.0,18.0,Paju
TP,18.0,70.0,Paju
FP,203.0,180.0,Paju
FP,180.0,190.0,Paju
FP,190.0,235.0,Paju
FP,184.0,124.0,Paju
FP,124.0,169.0,Paju
FP,163.0,114.0,Paju
TP,114.0,47.0,Paju
TP,47.0,31.0,Paju
FP,31.0,188.0,Paju
TP,188.0,82.0,Paju
TP,82.0,94.0,Paju
FP,125.0,105.0,Paju
TP,105.0,63.0,Paju
TP,63.0,7.0,Paju
TP,8.0,12.0,Paju
FN,12.0,44.0,Paju
FP,144.0,239.0,Paju
TP,182.0,73.0,Paju
FP,73.0,124.0,Paju
FP,124.0,102.0,Paju
TP,102.0,41.0,Paju
TP,41.0,50.0,Paju
TP,50.0,54.0,Paju
TP,54.0,7.0,Paju
TP,7.0,7.0,Paju
TP,7.0,11.0,Paju
TP,141.0,41.0,Paju
FP,41.0,147.0,Paju
FP,147.0,121.0,Paju
FP,121.0,141.0,Paju
TP,141.0,68.0,Paju
TP,68.0,13.0,Paju
TP,13.0,23.0,Paju
TP,23.0,48.0,Paju
FN,255.0,14.0,Paju
TP,14.0,19.0,Paju
FP,19.0,397.0,Paju
FP,103.0,453.0,Paju
TP,147.0,90.0,Paju
FP,90.0,217.0,Paju
TP,177.0,81.0,Paju
FP,81.0,174.0,Paju
FP,174.0,168.0,Paju
TP,180.0,79.0,Paju
TP,79.0,12.0,Paju
TP,12.0,23.0,Paju
TP,23.0,63.0,Paju
FP,63.0,241.0,Paju
FP,153.0,231.0,Paju
FP,151.0,171.0,Paju
FP,171.0,252.0,Paju
FP,188.0,418.0,Paju
FN,203.0,97.0,Paju
TP,97.0,25.0,Paju
TP,25.0,43.0,Paju
FP,43.0,203.0,Paju
FN,319.0,15.0,Paju
TP,15.0,38.0,Paju
FN,290.0,31.0,Paju
FP,31.0,112.0,Paju
TP,112.0,80.0,Paju
FP,179.0,432.0,Paju
FP,150.0,223.0,Paju
TP,161.0,41.0,Paju
TP,41.0,45.0,Paju
FP,45.0,250.0,Paju
FN,283.0,59.0,Paju
FP,59.0,229.0,Paju
FP,165.0,218.0,Paju
TP,218.0,29.0,Paju
TP,29.0,21.0,Paju
FN,233.0,79.0,Paju
FP,108.0,123.0,Paju
FP,123.0,295.0,Paju
FN,471.0,20.0,Paju
FN,153.0,94.0,Paju
FP,94.0,288.0,Paju
TP,120.0,91.0,Paju
TP,91.0,10.0,Paju
FP,10.0,292.0,Paju
FN,481.0,30.0,Paju
TP,30.0,34.0,Paju
TP,34.0,29.0,Paju
TP,29.0,36.0,Paju
FP,36.0,143.0,Paju
FP,143.0,290.0,Paju
FN,252.0,99.0,Paju
FN,366.0,54.0,Paju
FP,159.0,146.0,Paju
FP,146.0,140.0,Paju
FP,140.0,106.0,Paju
FP,106.0,101.0,Paju
FP,101.0,114.0,Paju
TP,114.0,17.0,Paju
FN,293.0,62.0,Paju
TP,120.0,88.0,Paju
FP,88.0,191.0,Paju
FN,108.0,84.0,Paju
FN,159.0,98.0,Paju
FN,119.0,97.0,Paju
FN,202.0,96.0,Paju
FN,96.0,54.0,Paju
TP,54.0,67.0,Paju
FP,67.0,159.0,Paju
FP,163.0,411.0,Paju
FN,775.0,46.0,Paju
TP,46.0,34.0,Paju
FP,34.0,452.0,Paju
FN,3514.0,56.0,Paju
FN,207.0,78.0,Paju
FP,78.0,221.0,Paju
FN,251.0,72.0,Paju
TP,72.0,31.0,Paju
TP,31.0,16.0,Paju
TP,16.0,35.0,Paju
FN,211.0,66.0,Paju
FP,141.0,206.0,Paju
FP,181.0,157.0,Paju
FP,157.0,143.0,Paju
TP,143.0,58.0,Paju
TP,58.0,75.0,Paju
TP,75.0,27.0,Paju
TP,27.0,29.0,Paju
TP,29.0,83.0,Paju
FP,186.0,339.0,Paju
TP,162.0,21.0,Paju
FP,21.0,278.0,Paju
FP,125.0,130.0,Paju
FP,130.0,170.0,Paju
FP,170.0,107.0,Paju
TP,107.0,30.0,Paju
FP,30.0,109.0,Paju
FP,109.0,137.0,Paju
FP,137.0,372.0,Paju
FP,184.0,387.0,Paju
FP,387.0,342.0,Paju
FN,472.0,58.0,Paju
TP,58.0,24.0,Paju
TP,24.0,52.0,Paju
TP,52.0,37.0,Paju
TP,37.0,76.0,Paju
FP,76.0,120.0,Paju
FP,173.0,130.0,Paju
FP,130.0,148.0,Paju
FP,148.0,225.0,Paju
TP,225.0,67.0,Paju
TP,67.0,97.0,Paju
FP,97.0,262.0,Paju
FN,596.0,88.0,Paju
FP,88.0,158.0,Paju
TP,158.0,38.0,Paju
TP,38.0,15.0,Paju
TP,15.0,46.0,Paju
TP,46.0,18.0,Paju
FP,18.0,141.0,Paju
FP,170.0,206.0,Paju
FP,206.0,168.0,Paju
FP,168.0,179.0,Paju
FP,179.0,612.0,Paju
FP,414.0,583.0,Paju
FN,364.0,21.0,Paju
TP,21.0,74.0,Paju
TP,74.0,26.0,Paju
TP,26.0,31.0,Paju
FP,31.0,594.0,Paju
FN,284.0,45.0,Paju
TP,162.0,35.0,Paju
TP,35.0,96.0,Paju
TP,96.0,45.0,Paju
FP,45.0,294.0,Paju
FP,117.0,246.0,Paju
FP,145.0,126.0,Paju
TP,126.0,96.0,Paju
TP,96.0,77.0,Paju
FP,77.0,250.0,Paju
FN,1225.0,19.0,Paju
TP,19.0,13.0,Paju
TP,13.0,16.0,Paju
TP,16.0,19.0,Paju
TP,19.0,19.0,Paju
TP,19.0,19.0,Paju
FP,19.0,122.0,Paju
FN,122.0,35.0,Paju
FP,171.0,165.0,Paju
FP,165.0,426.0,Paju
TP,118.0,73.0,Paju
TP,73.0,22.0,Paju
TP,22.0,9.0,Paju
TP,9.0,10.0,Paju
TP,10.0,25.0,Paju
TP,25.0,38.0,Paju
FP,38.0,266.0,Paju
FN,766.0,21.0,Paju
TP,21.0,47.0,Paju
FP,47.0,3310.0,Paju
TP,201.0,12.0,Paju
TP,12.0,14.0,Paju
TP,14.0,16.0,Paju
TP,16.0,52.0,Paju
TP,133.0,49.0,Paju
FP,49.0,283.0,Paju
FN,694.0,24.0,Paju
TP,24.0,30.0,Paju
TP,30.0,41.0,Paju
TP,41.0,27.0,Paju
TP,27.0,62.0,Paju
FP,277.0,481.0,Paju
FP,172.0,296.0,Paju
TP,250.0,92.0,Paju
FP,92.0,116.0,Paju
FP,116.0,220.0,Paju
TP,120.0,25.0,Paju
TP,25.0,17.0,Paju
TP,17.0,12.0,Paju
